Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep,MSD,RMSD,PaqaTotalFluorescence,rfpTotalFluorescence,PaQa_RFP_ratio
Track_9318,2846,55,0,0,0,0,0,54,526,580,1.661,2815,54.378,95.663,0,0.71,1.8459999999999999,0.006,0.677,0.434,3.988,6.803999999999999,1.151,4.032,1.729,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9322,2850,70,4,1,0,0,0,73,526,599,1.8159999999999998,2819,67.876,151.933,0,0.653,1.67,0.055999999999999994,0.606,0.315,3.9819999999999998,6.278,1.151,4.223,1.3940000000000001,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9324,2852,35,3,5,0,0,0,41,526,567,3.156,2821,144.17600000000004,57.545,0,0.7879999999999999,2.294,0.044000000000000004,0.688,0.512,5.26,8.758,1.6469999999999998,5.376,1.544,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9339,2867,43,3,2,0,0,0,46,529,575,0.008,2836,190.468,24.000999999999998,0,0.035,0.063,4.2649999999999995e-08,0.055,0.03,3.372,3.5389999999999997,3.263,3.263,0.135,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9342,2870,43,6,2,0,0,0,49,530,579,3.3789999999999996,2839,69.054,84.39,0,0.446,1.45,0.07200000000000001,0.361,0.299,2.425,5.779,1.151,2.207,1.214,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9349,2877,66,3,1,0,0,0,68,531,599,6.046,2846,45.736999999999995,25.275,0,0.711,1.568,0.085,0.72,0.408,3.662,5.705,1.083,4.074,1.268,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9357,2885,48,8,1,0,0,0,55,532,587,2.594,2854,16.647000000000002,123.9,0,0.74,1.8519999999999999,0.09,0.655,0.442,3.111,6.2860000000000005,1.151,3.287,1.5730000000000002,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9378,2906,63,1,1,0,0,0,63,536,599,4.43,2875,214.372,28.555999999999997,0,0.8240000000000001,1.8430000000000002,0.109,0.799,0.361,4.631,6.687,1.151,4.828,1.097,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9386,2914,60,3,1,0,0,0,62,537,599,3.639,2883,85.009,38.442,0,0.85,2.063,6.439e-07,0.813,0.452,4.061,6.617999999999999,1.136,4.497,1.557,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9393,2921,37,4,3,0,0,0,44,538,582,0.001,2890,36.117,153.373,0,0.0008522,0.004,7.6e-10,0.00015959999999999998,0.001,3.779,3.78,3.775,3.78,0.001,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9411,2939,58,1,1,0,0,0,58,541,599,4.218,2908,70.884,118.266,0,0.868,1.839,0.28600000000000003,0.871,0.355,6.234,7.468,3.214,6.4270000000000005,0.857,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9413,2941,34,5,3,0,0,0,41,541,582,0.5770000000000001,2910,65.77600000000001,209.53400000000002,0,0.5579999999999999,1.3419999999999999,0.00014,0.565,0.33799999999999997,2.985,4.985,1.151,3.0460000000000003,1.115,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
Track_9417,2945,58,0,0,0,0,0,57,542,599,5.336,2914,45.049,45.397,0,0.4270000000000001,1.5219999999999998,0.094,0.428,0.255,6.471,7.625,1.94,6.742000000000001,1.128,pilH-fliC-,PaQa,2,1,0.0,0.0,nan,nan,nan
