 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio
1,fliC-_PaQa_solid_0_event4_tirf_RAW_Stack.tif,865,255,255,255,53.44335,28.04335,1,970,647.36392,627943.0,274,1078,202.09659,56.0,329.33333,69,384.65217,26541.0,146,669,150.53159,2,0,118.66667,307.33333,69,805.18841,55558.0,420,1070,191.53354,2,0,0.9068
2,fliC-_PaQa_solid_0_event4_tirf_RAW_Stack.tif,711,255,255,255,41.39873,23.31435,1,786,1311.7735400000001,1031054.0,689,1911,339.57972,238.0,214.66667,69,993.62319,68560.0,549,1430,238.80123999999998,3,0,279.33333,202.0,69,1416.04348,97707.0,971,1799,220.09118999999998,4,0,0.9028
3,fliC-_PaQa_solid_0_event4_tirf_RAW_Stack.tif,785,255,255,255,18.63631,48.55223,1,872,558.5848599999999,487086.0,251,859,153.0122,426.66667,282.0,69,401.86957,27729.0,240,553,80.07972,0,0,426.66667,218.66667,69,480.7971,33175.0,204,747,152.00925,1,0,0.7600899999999999
1,fliC-_PaQa_solid_0_event5_tirf_RAW_Stack.tif,484,255,255,255,37.55165,27.75413,1,547,932.0694699999999,509842.0,394,1365,270.49149,71.33333,296.0,69,449.89855,31043.0,146,883,211.80652999999998,1,0,105.33333,311.33333,69,1059.17391,73083.0,629,1324,179.24203,2,0,0.76064
2,fliC-_PaQa_solid_0_event5_tirf_RAW_Stack.tif,512,255,255,255,27.19922,34.5,1,579,860.80484,498406.0,378,1239,249.68939,366.66667,392.0,69,730.2029,50384.0,291,1170,255.6316,2,0,383.33333,424.0,69,891.7971,61534.0,627,1136,143.87081,0,0,0.9253899999999999
1,fliC-_PaQa_solid_0_event6_tirf_RAW_Stack.tif,755,255,255,255,42.51722,34.7543,1,853,330.16647,281632.0,149,529,98.12782,202.0,144.0,69,277.75362,19165.0,164,387,64.1236,0,0,246.66667,174.0,69,457.17391,31545.0,303,529,54.455040000000004,1,0,1.1377700000000002
1,fliC-_PaQa_solid_0_event7_tirf_RAW_Stack.tif,699,255,255,255,20.58011,45.73891,1,778,586.58612,456364.0,246,867,163.66856,405.33333,180.0,69,481.47826,33222.0,241,715,136.63494,2,0,399.33333,232.0,69,653.2318799999999,45073.0,380,835,114.20572,0,0,0.9604299999999999
1,fliC-_PaQa_solid_0_event8_tirf_RAW_Stack.tif,811,255,255,255,28.9439,41.92787,1,905,348.98122,315828.0,159,510,96.80804,144.0,168.0,69,368.95652,25458.0,261,466,57.91384,0,0,165.33333000000002,218.66667,69,356.89855,24626.0,224,462,60.65164,1,0,1.04749
2,fliC-_PaQa_solid_0_event8_tirf_RAW_Stack.tif,591,255,255,255,20.359560000000002,39.484770000000005,1,658,427.01824000000005,280978.0,204,644,115.30994,401.33333,360.0,69,364.46377,25148.0,193,542,99.07953,1,0,404.66667,400.66667,69,434.62319,29989.0,278,529,62.23865,0,0,0.91995
1,fliC-_PaQa_solid_0_event9_tirf_RAW_Stack.tif,718,255,255,255,42.23816,20.26184,1,797,384.90966000000003,306773.0,180,539,94.47485999999999,174.66666999999998,82.66667,69,410.68116000000003,28337.0,262,503,70.86991,0,0,223.33333,85.33333,69,367.04348,25326.0,195,461,70.92155,2,0,1.01245
2,fliC-_PaQa_solid_0_event9_tirf_RAW_Stack.tif,807,255,255,255,18.02045,46.86183,1,894,1030.90157,921626.0,506,1598,275.08546,418.0,468.0,69,720.1304299999999,49689.0,451,1027,145.16086,2,0,418.66667,404.0,69,1042.02899,71900.0,611,1418,218.44632000000001,4,0,0.8325799999999999
1,fliC-_PaQa_solid_1_event10_tirf_RAW_Stack.tif,689,255,255,255,36.17634,32.51742,1,775,449.55613,348406.0,175,712,140.53417,87.33333,304.0,69,379.85507,26210.0,226,488,66.75158,0,0,120.66667,273.33333,69,539.37681,37217.0,275,690,111.52171000000001,2,0,1.02736
1,fliC-_PaQa_solid_1_event11_tirf_RAW_Stack.tif,542,255,255,255,36.97417,28.957559999999997,1,615,1512.47967,930175.0,689,2185,434.02029000000005,260.0,370.0,69,1150.6666699999998,79396.0,387,2123,498.57330999999994,0,0,296.0,391.33333,69,1496.84058,103282.0,1021,1971,255.95102999999997,3,0,0.84473
2,fliC-_PaQa_solid_1_event11_tirf_RAW_Stack.tif,860,255,255,255,32.02791,44.2314,1,961,452.01041,434382.0,183,664,128.33309,368.0,469.33333,69,444.30435,30657.0,278,575,87.1647,3,0,396.66667,418.0,69,481.55072,33227.0,263,627,99.55556,3,0,1.0283200000000001
1,fliC-_PaQa_solid_1_event12_tirf_RAW_Stack.tif,471,255,255,255,37.022290000000005,20.33015,1,529,865.77505,457995.0,358,1238,236.00163999999998,190.66666999999998,214.0,69,642.4347799999999,44328.0,246,1100,256.68208,3,0,227.33333,217.33333,69,797.68116,55040.0,340,1112,209.63361,2,0,0.7850600000000001
1,,707,255,255,255,30.3925,41.38543,1,801,1421.0973800000002,1138299.0,494,2136,424.42073,289.33333,139.33333000000002,69,1263.02899,87149.0,590,1781,322.87044,0,0,262.66667,182.66666999999998,69,1801.4637699999998,124301.0,1120,2136,250.10342000000003,3,0,1.09606
2,fliC-_PaQa_solid_1_event13_tirf_RAW_Stack.tif,710,255,255,255,32.32817,42.49718,1,804,1418.41045,1140402.0,494,2136,425.96293,290.66667,138.66666999999998,69,1127.97101,77830.0,502,1696,349.22042999999996,0,0,260.66667,182.66666999999998,69,1596.3913,110151.0,655,2130,429.29045999999994,3,0,0.9525299999999999
3,fliC-_PaQa_solid_1_event13_tirf_RAW_Stack.tif,392,255,255,255,29.99745,23.05612,1,445,552.8809,246032.0,226,834,166.80917,428.0,232.0,69,457.92754,31597.0,225,673,120.88343,1,0,402.66667,241.33333,69,576.57971,39784.0,263,830,173.3242,0,0,0.90922
4,fliC-_PaQa_solid_1_event13_tirf_RAW_Stack.tif,714,255,255,255,38.184870000000004,32.13725,1,802,670.7581,537948.0,309,1050,189.20691000000002,290.66667,286.66667,69,658.3913,45429.0,368,846,127.33377,0,0,247.33333,262.66667,69,591.47826,40812.0,278,920,188.32494,0,0,0.91864
1,fliC-_PaQa_solid_1_event1_tirf_RAW_Stack.tif,621,255,255,255,26.586959999999998,34.08293,1,689,414.04354,285276.0,186,694,124.46621999999999,348.66667,312.66667,69,304.6087,21018.0,209,395,42.60151,1,0,363.33333,340.0,69,577.50725,39848.0,458,694,58.9635,0,0,1.08294
2,fliC-_PaQa_solid_1_event1_tirf_RAW_Stack.tif,1246,255,255,255,20.979129999999998,55.1573,1,1354,382.60857000000004,518052.0,193,568,95.48058,421.33333,230.0,69,412.98551000000003,28496.0,354,488,33.096340000000005,0,0,428.0,164.0,69,326.44928,22525.0,192,479,68.27852,1,0,0.9626299999999999
1,fliC-_PaQa_solid_1_event2_tirf_RAW_Stack.tif,1006,255,255,255,55.43638000000001,30.861829999999998,1,1116,1025.47401,1144429.0,486,1519,281.93617,228.0,428.0,69,896.52174,61860.0,432,1385,281.27957000000004,0,0,297.33333,406.66667,69,972.43478,67098.0,587,1315,211.3165,1,0,0.9
1,fliC-_PaQa_solid_1_event3_tirf_RAW_Stack.tif,626,255,255,255,32.5623,29.1869,1,701,881.8131199999999,618151.0,437,1388,262.13624,241.33333,413.33333,69,812.21739,56043.0,551,1065,139.63658999999998,0,0,210.0,389.33333,69,1009.4058,69649.0,522,1375,250.10341,2,0,1.04128
1,fliC-_PaQa_solid_1_event4_tirf_RAW_Stack.tif,974,255,255,255,46.04312,37.950720000000004,1,1085,578.07373,627210.0,224,918,167.41223,260.66667,326.66667,69,405.34783,27969.0,227,641,108.73319,1,0,314.66667,364.0,69,689.31884,47563.0,472,842,94.42449,2,0,0.9395399999999999
2,fliC-_PaQa_solid_1_event4_tirf_RAW_Stack.tif,755,255,255,255,28.591390000000004,42.999340000000004,1,846,856.05556,724223.0,341,1482,280.47662,362.66667,122.66667,69,597.30435,41214.0,370,841,120.0107,5,0,338.0,166.0,69,1212.7246400000001,83678.0,779,1415,154.49841999999998,1,0,1.06911
1,fliC-_PaQa_solid_1_event5_tirf_RAW_Stack.tif,893,255,255,255,44.75196,38.94345,1,1010,2618.74554,2644933.0,957,3747,819.0700400000001,251.33333,288.0,69,2615.4492800000003,180466.0,1291,3491,589.70395,2,0,302.66667,245.33333,69,2552.27536,176107.0,975,3730,811.80751,1,0,0.9846
1,fliC-_PaQa_solid_1_event6_tirf_RAW_Stack.tif,825,255,255,255,20.95818,49.38485,1,919,1004.3482,922996.0,433,1579,277.8905,303.33333,420.66667,69,987.63768,68147.0,601,1274,166.27705,4,0,302.66667,357.33333,69,838.72464,57872.0,487,1175,184.32571000000002,1,0,0.89487
1,fliC-_PaQa_solid_1_event7_tirf_RAW_Stack.tif,404,255,255,255,28.68317,28.09158,1,462,297.35931,137380.0,140,446,86.63024,228.0,450.66667,69,256.88406000000003,17725.0,122,388,79.82896,1,0,248.66667,469.33333,69,310.7971,21445.0,191,386,46.95135,1,0,0.9364100000000001
2,fliC-_PaQa_solid_1_event7_tirf_RAW_Stack.tif,1152,255,255,255,52.96615,40.189240000000005,1,1281,1151.22326,1474717.0,531,1787,348.88437999999996,179.33333000000002,173.33333000000002,69,831.21739,57354.0,556,1157,171.31171,2,0,251.33333,205.33333000000002,69,1264.6521699999998,87261.0,729,1596,234.59707999999998,0,0,0.9005200000000001
3,fliC-_PaQa_solid_1_event7_tirf_RAW_Stack.tif,711,255,255,255,42.31435,35.26512,1,806,430.53102,347008.0,166,679,128.50781,110.0,209.33333000000002,69,407.63768,28127.0,218,596,98.92971,2,0,66.66667,242.0,69,330.7971,22825.0,150,506,92.20862,1,0,0.8330799999999999
1,fliC-_PaQa_solid_1_event8_tirf_RAW_Stack.tif,694,255,255,255,25.86167,44.0389,1,778,1108.5167099999999,862426.0,461,1635,318.80782,117.33333,296.0,69,766.91304,52917.0,459,1115,189.36991,0,0,132.66666999999998,346.66667,69,1182.37681,81584.0,624,1486,216.11142999999998,0,0,0.8569200000000001
2,fliC-_PaQa_solid_1_event8_tirf_RAW_Stack.tif,718,255,255,255,41.491640000000004,32.126740000000005,1,810,375.0037,303753.0,172,615,110.46673,389.33333,332.0,69,366.92753999999996,25318.0,221,454,64.40732,0,0,340.66667,306.66667,69,323.01448999999997,22288.0,123,548,120.63783000000001,0,0,0.9050299999999999
3,fliC-_PaQa_solid_1_event8_tirf_RAW_Stack.tif,514,255,255,255,29.815179999999998,32.2607,1,583,323.58662000000004,188651.0,162,484,91.09616,146.66666999999998,154.0,69,269.24638,18578.0,110,443,93.84411,0,0,169.33333000000002,180.0,69,333.52173999999997,23013.0,197,426,58.754380000000005,0,0,0.9119799999999999
1,fliC-_PaQa_solid_1_event9_tirf_RAW_Stack.tif,451,255,255,255,18.3337,37.10532,1,505,1216.46535,614315.0,502,1891,369.37127999999996,412.0,340.0,69,700.5507200000001,48338.0,369,1108,211.60566,3,0,410.66667,373.33333,69,1481.24638,102206.0,896,1891,278.82645,0,0,0.8632700000000001
1,fliC-_PaQa_solid_2_event10_tirf_RAW_Stack.tif,1009,255,255,255,34.1115,54.30079,1,1129,2855.38353,3223728.0,1179,3774,808.60362,237.33333,374.66667,69,2989.68116,206288.0,1742,3767,562.73961,4,0,211.33333,300.0,69,2662.81159,183734.0,1465,3746,715.76944,3,0,0.98839
1,fliC-_PaQa_solid_2_event11_tirf_RAW_Stack.tif,870,255,255,255,50.686209999999996,28.942529999999998,1,974,1723.0061600000001,1678208.0,735,2488,480.0559,331.33333,185.33333000000002,69,1498.23188,103378.0,653,2259,463.28882000000004,3,0,396.66667,202.66666999999998,69,1837.1884100000002,126766.0,927,2247,339.35337999999996,1,0,0.96281
1,fliC-_PaQa_solid_2_event12_tirf_RAW_Stack.tif,480,255,255,255,26.92292,36.99167,1,545,554.3743099999999,302134.0,225,824,162.62698,208.66666999999998,176.66666999999998,69,533.6376799999999,36821.0,235,775,159.27658,3,0,224.0,142.66666999999998,69,369.4058,25489.0,154,623,138.95972,1,0,0.76627
1,fliC-_PaQa_solid_2_event13_tirf_RAW_Stack.tif,1268,255,255,255,63.606469999999995,33.72003,1,1411,512.4826400000001,723113.0,221,798,145.8251,244.0,126.66667,69,427.0,29463.0,300,590,83.34355,1,0,334.66667,150.66666999999998,69,544.88406,37597.0,279,681,110.74753,1,0,0.9429200000000001
2,fliC-_PaQa_solid_2_event13_tirf_RAW_Stack.tif,377,255,255,255,20.51857,33.88196,1,427,405.99062999999995,173358.0,156,571,112.15545,46.66667,268.66667,69,279.95652,19317.0,105,522,126.61328999999999,1,0,49.33333,297.33333,69,398.95652,27528.0,199,544,97.82464,1,0,0.77544
1,fliC-_PaQa_solid_2_event14_tirf_RAW_Stack.tif,628,255,255,255,25.99204,37.73885,1,703,668.42674,469904.0,256,1000,185.07433999999998,177.33333000000002,344.0,69,641.5507200000001,44267.0,400,834,115.48116,4,0,161.33333000000002,304.66667,69,629.10145,43408.0,346,929,176.71073,6,0,0.9391200000000001
2,fliC-_PaQa_solid_2_event14_tirf_RAW_Stack.tif,487,255,255,255,19.245379999999997,37.45893,1,546,636.7967,347691.0,267,900,174.21021000000002,256.66667,219.33333,69,424.15942,29267.0,185,696,150.66086,0,0,258.0,255.33333,69,687.50725,47438.0,396,893,132.30297,2,0,0.8368700000000001
3,fliC-_PaQa_solid_2_event14_tirf_RAW_Stack.tif,420,255,255,255,18.71905,33.48571,1,471,619.34607,291712.0,313,950,175.2254,365.33333,360.0,69,464.5942,32057.0,252,753,148.29543999999999,0,0,366.66667,389.33333,69,567.2463799999999,39140.0,289,784,133.85005,0,0,0.77909
1,fliC-_PaQa_solid_2_event16_tirf_RAW_Stack.tif,1127,255,255,255,56.32786,42.04215,1,1267,615.93212,780386.0,205,1010,192.60885,222.66667,304.0,69,575.5507200000001,39713.0,277,790,147.76626000000002,1,0,298.0,258.0,69,574.0579700000001,39610.0,305,765,125.42034,2,0,0.9256700000000001
1,fliC-_PaQa_solid_2_event17_tirf_RAW_Stack.tif,785,255,255,255,32.08344,47.13185,1,886,761.79007,674946.0,268,1415,278.26319,242.0,88.0,69,534.3913,36873.0,385,694,80.71831999999999,3,0,267.33333,141.33333000000002,69,1137.3478300000002,78477.0,816,1407,162.72169,1,0,1.11729
1,fliC-_PaQa_solid_2_event19_tirf_RAW_Stack.tif,815,255,255,255,21.29877,54.4092,1,911,1383.67508,1260528.0,596,2056,398.52035,358.0,118.66667,69,968.36232,66817.0,448,1566,327.94749,2,0,364.0,188.0,69,1347.2753599999999,92962.0,761,1751,251.87063999999998,1,0,0.81308
1,fliC-_PaQa_solid_2_event20_tirf_RAW_Stack.tif,1031,255,255,255,38.941320000000005,51.79971,1,1151,600.16247,690787.0,261,935,185.50901000000002,304.66667,200.0,69,431.55072,29777.0,148,794,205.33735,0,0,342.66667,266.0,69,605.97101,41812.0,304,842,140.05398,0,0,0.8486899999999999
1,fliC-_PaQa_solid_2_event21_tirf_RAW_Stack.tif,1255,255,255,255,25.80438,64.50319,1,1373,1676.78878,2302231.0,750,2637,461.68113,134.66666999999998,74.0,69,1037.0869599999999,71559.0,615,1497,242.24227000000002,0,0,146.66666999999998,160.66666999999998,69,2039.55072,140729.0,1145,2468,362.63057000000003,1,0,0.9090299999999999
2,fliC-_PaQa_solid_2_event21_tirf_RAW_Stack.tif,847,255,255,255,49.317,25.96517,1,944,1281.6928,1209918.0,548,1836,351.2632,264.0,346.0,69,1285.21739,88680.0,631,1780,313.49467000000004,0,0,327.33333,362.0,69,1274.4782599999999,87939.0,876,1616,223.4544,3,0,0.99831
1,fliC-_PaQa_solid_2_event2_tirf_RAW_Stack.tif,707,255,255,255,32.27228,37.73055,1,795,603.0276700000001,479407.0,301,934,166.91061000000002,341.33333,235.33333,69,592.8695700000001,40908.0,348,731,98.6953,0,0,312.0,197.33333000000002,69,635.17391,43827.0,341,893,169.7551,3,0,1.02215
1,fliC-_PaQa_solid_2_event3_tirf_RAW_Stack.tif,976,255,255,255,32.922129999999996,50.423159999999996,1,1088,459.97243,500450.0,218,858,163.59158,445.33333,253.33333,69,321.17391000000003,22161.0,237,410,43.37557,0,0,413.33333,188.0,69,365.5942,25226.0,155,609,126.31745,3,0,0.72002
1,fliC-_PaQa_solid_2_event4_tirf_RAW_Stack.tif,500,255,255,255,23.312,33.814,1,565,620.24425,350438.0,267,901,173.48054,172.66666999999998,138.0,69,741.28986,51149.0,440,872,103.30539,1,0,163.33333000000002,109.33333,69,592.01449,40849.0,353,817,119.47243,2,0,1.10146
1,fliC-_PaQa_solid_2_event6_tirf_RAW_Stack.tif,905,255,255,255,32.002759999999995,50.31989,1,1009,455.26065,459358.0,187,733,142.20252,369.33333,211.33333,69,431.01449,29740.0,272,554,82.50855,1,0,394.66667,152.0,69,378.82608999999997,26139.0,200,566,104.78254,2,0,0.87411
2,fliC-_PaQa_solid_2_event6_tirf_RAW_Stack.tif,797,255,255,255,42.41468,33.59912,1,891,854.48485,761346.0,355,1385,266.69311,395.33333,401.33333,69,499.69565,34479.0,338,714,95.50228,0,0,440.0,366.0,69,1003.10145,69214.0,569,1385,228.70056,5,0,0.86034
1,fliC-_PaQa_solid_2_event7_tirf_RAW_Stack.tif,716,255,255,255,23.76816,47.65363,1,805,443.02484000000004,356635.0,180,685,133.38506,442.0,184.0,69,498.72464,34412.0,310,659,103.48741,1,0,428.0,128.0,69,345.0,23805.0,165,532,108.35861000000001,0,0,0.94291
1,fliC-_PaQa_solid_2_event8_tirf_RAW_Stack.tif,818,255,255,255,29.28117,47.309290000000004,1,916,369.03057,338032.0,155,548,105.43303,264.0,354.0,69,359.66667,24817.0,164,491,94.52103000000001,0,0,288.66667,297.33333,69,276.04348,19047.0,126,459,98.87476,1,0,0.84065
1,fliC-_PaQa_solid_2_event9_tirf_RAW_Stack.tif,892,255,255,255,49.71076,23.63341,1,982,1342.04888,1317892.0,575,2106,371.96992,315.33333,152.0,69,861.75362,59461.0,466,1271,226.85564,0,0,378.0,161.33333000000002,69,1296.30435,89445.0,669,1738,295.60075,1,0,0.77905
2,fliC-_PaQa_solid_2_event9_tirf_RAW_Stack.tif,851,255,255,255,42.534079999999996,46.84078,1,964,929.71473,896245.0,298,1462,302.09,178.0,195.33333000000002,69,946.7971,65329.0,498,1254,209.58373,2,0,222.66667,144.0,69,642.82609,44355.0,248,1110,264.48974,0,0,0.8346600000000001
1,fliC-_PaQa_solid_3_event10_tirf_RAW_Stack.tif,641,255,255,255,33.28003,37.6014,1,728,1898.0439600000002,1381776.0,817,2717,558.66598,119.33333,341.33333,69,1494.01449,103087.0,706,2234,433.36170999999996,3,0,149.33333000000002,378.66667,69,2031.1739100000002,140151.0,1297,2582,334.69547,0,0,0.9133899999999999
1,fliC-_PaQa_solid_3_event11_tirf_RAW_Stack.tif,405,255,255,255,23.66296,34.43827,1,461,346.78959,159870.0,130,532,101.41244,114.0,272.66667,69,235.42029,16244.0,102,412,89.44261999999999,1,0,123.33333,299.33333,69,446.0,30774.0,287,532,61.90909,0,0,0.9751700000000001
1,fliC-_PaQa_solid_3_event12_tirf_RAW_Stack.tif,729,255,255,255,45.25995,20.20233,1,810,288.16542999999996,233414.0,137,386,69.10656999999999,270.0,210.66667,69,252.28986,17408.0,130,370,68.2153,0,0,325.33333,213.33333,69,280.34783,19344.0,173,349,45.68396,0,0,0.91002
1,fliC-_PaQa_solid_3_event13_tirf_RAW_Stack.tif,542,255,255,255,25.75277,37.4631,1,614,1207.8908800000002,741645.0,445,1776,364.85195,181.33333000000002,180.66666999999998,69,911.4058,62887.0,420,1417,299.12221,2,0,164.0,216.66667,69,1240.5942,85601.0,814,1592,200.37974,7,0,0.8634700000000001
2,fliC-_PaQa_solid_3_event13_tirf_RAW_Stack.tif,945,255,255,255,37.59312,51.73915,1,1061,766.4297799999999,813182.0,287,1324,245.71649,290.66667,231.33333,69,636.5942,43925.0,276,923,171.01473000000001,1,0,320.0,166.66666999999998,69,752.02899,51890.0,373,1083,189.66976,0,0,0.8933399999999999
1,fliC-_PaQa_solid_3_event1_tirf_RAW_Stack.tif,567,255,255,255,35.875659999999996,27.27601,1,639,478.59624,305823.0,216,688,137.03131000000002,133.33333000000002,226.0,69,454.28986,31346.0,219,686,140.71217,3,0,168.0,242.66667,69,486.78261,33588.0,310,619,88.70504,0,0,0.97862
1,fliC-_PaQa_solid_3_event2_tirf_RAW_Stack.tif,952,255,255,255,29.852940000000004,45.900209999999994,1,1067,102.99906,109900.0,38,197,30.61945,302.0,266.66667,69,155.55071999999998,10733.0,103,197,26.43501,0,0,328.0,211.33333,69,125.50725,8660.0,72,152,22.16358,0,0,1.44245
1,fliC-_PaQa_solid_3_event4_tirf_RAW_Stack.tif,879,255,255,255,47.49317,39.50114,1,994,637.5171,633692.0,230,1007,198.005,95.33333,273.33333,69,597.10145,41200.0,278,782,140.87825,1,0,151.33333000000002,233.33333,69,638.18841,44035.0,295,924,175.89438,1,0,0.96398
1,fliC-_PaQa_solid_3_event6_tirf_RAW_Stack.tif,725,255,255,255,37.07931,39.34138,1,822,444.8163,365639.0,148,663,139.86154,206.0,246.66667,69,369.08696000000003,25467.0,143,597,123.96876999999999,0,0,167.33333000000002,286.0,69,455.85507,31454.0,263,611,97.8697,0,0,0.9138799999999999
2,fliC-_PaQa_solid_3_event6_tirf_RAW_Stack.tif,597,255,255,255,38.89363,21.44807,1,665,1007.1939800000001,669784.0,436,1496,281.87172000000004,274.0,318.66667,69,850.91304,58713.0,389,1225,223.32387000000003,0,0,232.0,322.0,69,917.84058,63331.0,585,1237,179.60246999999998,4,0,0.8508899999999999
1,fliC-_PaQa_solid_3_event7_tirf_RAW_Stack.tif,831,255,255,255,38.4639,42.64079,1,936,439.09295,410991.0,178,660,129.62219,206.66666999999998,273.33333,69,399.7971,27586.0,210,557,94.82516,0,0,246.0,226.66667,69,379.2029,26165.0,177,567,106.4022,1,0,0.8700600000000001
1,fliC-_PaQa_solid_3_event8_tirf_RAW_Stack.tif,747,255,255,255,22.1158,49.81058,1,833,694.22329,578288.0,250,1095,203.01326,74.0,226.66667,69,513.07246,35402.0,237,817,171.89311999999998,3,0,68.66667,286.66667,69,594.6087,41028.0,346,776,115.9058,1,0,0.76699
2,fliC-_PaQa_solid_3_event8_tirf_RAW_Stack.tif,812,255,255,255,30.155170000000002,46.86946,1,914,656.92998,600434.0,249,1021,197.7259,254.66667,380.0,69,570.1304299999999,39339.0,289,816,131.48696,0,0,280.66667,321.33333,69,560.78261,38694.0,214,927,215.26105,4,0,0.83996
1,fliC-_PaQa_solid_4_event10_tirf_RAW_Stack.tif,545,255,255,255,38.56055,24.534860000000002,1,614,383.11075,235230.0,166,601,109.25761999999999,252.63603999999998,375.87868,156,323.85256,50521.0,121,502,107.58012,2,0,375.87868,217.43988,156,323.57692000000003,50478.0,83,568,120.66146,0,0,0.72831
1,fliC-_PaQa_solid_4_event11_tirf_RAW_Stack.tif,519,255,255,255,34.621390000000005,28.421,1,587,525.08007,308222.0,195,754,153.62613000000002,353.37555,302.65589,156,458.72436,71561.0,134,728,174.01938,0,0,302.65589,325.53632999999996,156,480.49359000000004,74957.0,144,754,190.56251,0,0,0.7986300000000001
1,fliC-_PaQa_solid_4_event12_tirf_RAW_Stack.tif,1109,255,255,255,25.9193,69.19521999999999,1,1243,1988.5599399999999,2471780.0,753,3013,598.12371,254.63943999999998,232.52389,32,1457.6875,46646.0,670,2219,440.51879,2,0,232.52389,238.46249,32,1540.34375,49291.0,764,2285,445.25372000000004,2,0,0.74388
