 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
15,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,82,1,4.1193800000000005,53.82051,221.70689,12,99,25.44951,3.8025,206.83333,786.48379,56,421,113.74847,0.2819,pilG-fliC-,PaQa,1,1
16,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,83,1,3.59125,63.94118,229.62876,23,119,28.50406,3.59125,217.17647,779.9350400000002,44,408,115.39326,0.29442,pilG-fliC-,PaQa,1,1
17,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,84,1,2.21813,39.14286,86.82375,9,69,16.5266,3.69688,187.85714,694.4844099999998,50,390,103.40416,0.12502,pilG-fliC-,PaQa,1,1
18,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,86,1,2.64063,57.96,153.05063,16,105,26.18123,2.535,194.25,492.42377,55,421,116.57625,0.31081,pilG-fliC-,PaQa,1,1
19,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,88,1,1.90125,66.05556,125.58813,23,117,30.43503,2.21813,153.42857,340.32377,60,314,76.25259,0.36903,pilG-fliC-,PaQa,1,1
20,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,92,1,4.33063,60.4878,261.95001,19,115,25.59309,2.85188,178.22222,508.26753,43,379,97.47399,0.5153800000000001,pilG-fliC-,PaQa,1,1
21,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,100,1,2.74625,43.34615,119.03938,9,85,19.53447,2.21813,151.38095,335.78189,45,321,76.42217,0.35451,pilG-fliC-,PaQa,1,1
22,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,101,1,3.38,66.34375,224.24189,14,137,35.2874,4.1193800000000005,193.48718,797.04629,51,453,120.66959,0.28134000000000003,pilG-fliC-,PaQa,1,1
23,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,102,1,3.59125,67.67647,243.04314,16,152,38.69047,1.7956299999999998,167.05882,299.97501,55,391,99.97717,0.81021,pilG-fliC-,PaQa,1,1
24,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,106,1,2.21813,55.7619,123.68688,12,108,27.5933,2.64063,208.84,551.46815,76,434,115.31106,0.22429,pilG-fliC-,PaQa,1,1
25,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,111,1,4.54188,51.74419,235.01564,5,125,27.99753,2.64063,175.88,464.43315,49,403,108.78278,0.50603,pilG-fliC-,PaQa,1,1
26,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,116,1,4.225,35.8,151.25501,15,68,13.28041,3.06313,154.86207,474.3619,68,267,59.80846,0.31886,pilG-fliC-,PaQa,1,1
27,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,126,1,2.535,49.45833,125.37688,11,90,24.3578,2.74625,142.57692,391.55189,47,293,80.05807,0.32021,pilG-fliC-,PaQa,1,1
28,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,131,1,2.42938,52.95652,128.65126,14,124,30.69273,4.01375,241.02632000000003,967.41942,42,531,152.74347,0.13298,pilG-fliC-,PaQa,1,1
29,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,150,1,2.32375,93.59091,217.48189,52,155,33.33618,2.32375,312.2272700000001,725.53816,132,484,118.16975,0.29975,pilG-fliC-,PaQa,1,1
1,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,11,1,5.17563,28.85714,149.35376000000005,13,61,10.8282,2.535,100.75,255.40126,56,162,24.8548,0.58478,pilG-fliC-,PaQa,2,1
2,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,19,1,1.47875,32.35714,47.84813,11,47,11.11207,1.90125,144.05556,273.88564,57,325,65.84605,0.1747,pilG-fliC-,PaQa,2,1
3,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,27,1,3.90813,27.837840000000003,108.79376,9,45,10.4097,2.85188,92.44444,263.64001,50,143,25.69246,0.41266,pilG-fliC-,PaQa,2,1
4,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,29,1,4.6475,27.22727,126.53876,12,45,8.97507,2.85188,91.14815,259.94314,45,149,26.62518,0.48679,pilG-fliC-,PaQa,2,1
5,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,36,1,2.85188,34.62963,98.75938,9,54,10.96199,2.535,129.79166999999998,329.02189,58,210,46.01605,0.30016,pilG-fliC-,PaQa,2,1
6,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,44,1,3.59125,39.32353,141.22063,12,95,21.3353,2.32375,185.18182,430.31627,62,440,118.44574,0.32818,pilG-fliC-,PaQa,2,1
7,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,58,1,3.8025,47.88889,182.09751,16,94,20.98949,3.69688,160.4,592.97878,57,324,78.96433,0.30709000000000003,pilG-fliC-,PaQa,2,1
8,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,64,1,3.38,36.0625,121.89126,6,78,16.844520000000006,2.00688,121.73684,244.31064,53,222,48.31936,0.49892,pilG-fliC-,PaQa,2,1
9,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,67,1,4.6475,33.84091,157.27563,13,54,12.37579,2.1125,98.35,207.76439,35,166,41.6581,0.7569899999999999,pilG-fliC-,PaQa,2,1
10,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,72,1,2.64063,32.6,86.08438000000002,11,61,12.51666,1.90125,101.0,192.02626,51,197,40.29596,0.44829,pilG-fliC-,PaQa,2,1
11,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,87,1,4.96438,35.48936,176.18251,11,69,15.59386,4.33063,129.4878,560.76315,39,248,58.8711,0.31418,pilG-fliC-,PaQa,2,1
12,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,94,1,2.74625,61.30769,168.36626,17,138,35.81706,2.535,303.5,769.3725400000002,61,792,221.94104,0.21884,pilG-fliC-,PaQa,2,1
13,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,96,1,4.7531300000000005,43.15556,205.12376,9,73,16.04391,3.4856300000000005,159.54545,556.11565,42,264,55.49329,0.36885,pilG-fliC-,PaQa,2,1
14,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,98,1,3.4856300000000005,46.18182,160.97251,12,88,23.21025,3.90813,166.37838,650.22753,48,381,97.37366,0.24756,pilG-fliC-,PaQa,2,1
15,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,103,1,2.1125,33.1,69.92375,11,56,12.57776,2.64063,244.2,644.84066,73,593,156.52928,0.10844,pilG-fliC-,PaQa,2,1
16,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,112,1,3.38,42.65625,144.17813,11,77,19.11022,3.69688,148.17143000000004,547.7712799999998,37,318,83.48881,0.26321,pilG-fliC-,PaQa,2,1
17,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,118,1,3.16875,35.16667,111.43438,11,82,17.86363,2.9575,141.5,418.48627,50,284,75.17018,0.26628,pilG-fliC-,PaQa,2,1
18,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,128,1,4.54188,39.69767,180.30188,14,83,16.55659,4.01375,135.52632,543.96878,43,252,65.11061,0.33146,pilG-fliC-,PaQa,2,1
19,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,131,1,4.43625,36.47619,161.81751,9,75,15.41814,4.54188,126.16279,573.01565,15,264,66.30124,0.2824,pilG-fliC-,PaQa,2,1
20,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,141,1,5.3868800000000014,34.92157,188.11813,8,68,16.86042,2.74625,126.46154,347.29502,36,252,67.6782,0.54167,pilG-fliC-,PaQa,2,1
21,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,145,1,4.1193800000000005,47.02564,193.71626,10,104,23.44477,4.01375,167.73684,673.25378,31,391,100.48711,0.28773000000000004,pilG-fliC-,PaQa,2,1
22,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,151,1,3.59125,47.94118,172.16876000000005,15,108,25.38067,3.4856300000000005,181.42424,632.37691,35,422,113.51956,0.27226,pilG-fliC-,PaQa,2,1
23,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,153,1,3.90813,44.78378,175.02063,12,85,20.26784,4.6475,137.84091,640.6156599999998,38,286,76.47038,0.27321,pilG-fliC-,PaQa,2,1
24,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,156,1,3.8025,31.944440000000004,121.46876,9,74,14.71626,3.06313,129.06897,395.35439,64,254,44.04619,0.30724,pilG-fliC-,PaQa,2,1
25,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,159,1,4.1193800000000005,42.41026,174.70376000000005,10,82,20.22208,4.33063,148.04878,641.14378,28,358,95.32889,0.27249,pilG-fliC-,PaQa,2,1
26,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,160,1,4.54188,48.34884,219.59439,5,94,24.66044,3.59125,186.55882,669.9794099999998,46,381,97.93789,0.32776,pilG-fliC-,PaQa,2,1
27,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,161,1,2.9575,36.89286,109.11063,10,67,14.00619,3.4856300000000005,149.51515,521.15378,51,322,77.04549,0.20936,pilG-fliC-,PaQa,2,1
28,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,180,1,2.85188,39.40741,112.38501,14,76,15.685020000000002,2.74625,157.34615,432.1119,61,312,72.15756999999998,0.26008000000000003,pilG-fliC-,PaQa,2,1
29,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,189,1,4.54188,42.90698,194.87813,11,94,22.47307,4.225,148.4,626.9900299999998,38,290,77.48939,0.31082,pilG-fliC-,PaQa,2,1
30,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,192,1,5.07,43.3125,219.59439,9,84,20.32623,4.6475,140.65909,653.71316,20,298,83.62734,0.33592,pilG-fliC-,PaQa,2,1
31,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,195,1,2.32375,55.68182,129.39063000000002,22,113,26.64115,2.1125,146.9,310.32627,39,308,79.6855,0.41695,pilG-fliC-,PaQa,2,1
32,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,196,1,6.6543800000000015,15.20635,101.18876,2,32,6.43117,2.1125,25.85,54.60813,14,34,5.78815,1.8530000000000002,pilG-fliC-,PaQa,2,1
33,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,205,1,4.1193800000000005,46.76923,192.66001,12,86,21.387970000000006,2.64063,129.76,342.6475200000001,30,301,79.96264000000002,0.5622699999999999,pilG-fliC-,PaQa,2,1
34,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,206,1,5.07,52.77083,267.54814,15,98,25.41338,4.54188,158.25581,718.77816,19,325,93.90093,0.37223,pilG-fliC-,PaQa,2,1
1,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,0,1,3.27438,36.87097,120.72938,14,76,17.465670000000006,2.32375,167.54545,389.33377,52,314,82.60965,0.31009000000000003,pilG-fliC-,PaQa,3,1
2,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,1,1,2.535,42.0,106.47001000000002,22,71,15.63719,2.42938,140.13043000000002,340.42939,68,275,59.85916,0.31275,pilG-fliC-,PaQa,3,1
3,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,2,1,1.90125,37.77778,71.825,10,71,17.23388,2.21813,124.42857,275.99814,38,257,64.98044,0.26024,pilG-fliC-,PaQa,3,1
4,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,3,1,2.85188,40.03704000000001,114.18063,15,82,17.345979999999994,2.85188,122.2963,348.77377,39,250,62.50281,0.32738,pilG-fliC-,PaQa,3,1
5,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,5,1,2.64063,42.6,112.49063,14,88,21.53486,2.535,150.54166999999995,381.62314,41,320,95.35288,0.29477,pilG-fliC-,PaQa,3,1
6,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,7,1,2.9575,42.07143,124.42626,17,88,20.32136,2.64063,183.32,484.0794,70,316,83.96611999999998,0.25704,pilG-fliC-,PaQa,3,1
7,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,9,1,3.38,38.28125,129.39063000000002,2,94,21.35451,2.42938,183.73913,446.37127,58,398,97.79023,0.28987,pilG-fliC-,PaQa,3,1
8,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,10,1,2.32375,52.22727,121.36313,16,100,24.33287,2.42938,129.52174,314.65689,50,297,72.28408,0.3857,pilG-fliC-,PaQa,3,1
9,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,12,1,3.06313,39.03448,119.56751,16,82,16.71288,2.74625,137.73077,378.24314,62,264,58.05346,0.31611,pilG-fliC-,PaQa,3,1
10,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,16,1,2.64063,48.6,128.33438,14,94,24.6948,2.9575,221.25,654.34691,53,479,136.66033000000002,0.19613,pilG-fliC-,PaQa,3,1
11,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,17,1,2.85188,49.44444,141.00938,14,93,24.11724,2.85188,182.55556,520.62565,57,356,100.77291,0.27085,pilG-fliC-,PaQa,3,1
12,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,18,1,3.69688,43.02857,159.07126,19,93,18.50673,4.7531300000000005,215.53333,1024.45693,52,475,109.70862,0.15527,pilG-fliC-,PaQa,3,1
13,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,19,1,2.42938,49.21739,119.56751,15,99,24.35898,2.64063,125.8,332.19064,37,322,74.24958000000002,0.35994,pilG-fliC-,PaQa,3,1
14,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,20,1,2.535,50.91667,129.07376000000002,17,89,21.72139,2.64063,141.36,373.27877,64,247,61.68325,0.34578000000000003,pilG-fliC-,PaQa,3,1
15,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,21,1,2.85188,57.2963,163.40188,23,103,23.57119,4.54188,294.62791,1338.16319,63,563,148.297,0.12211,pilG-fliC-,PaQa,3,1
16,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,22,1,5.07,68.3125,346.34439,18,161,37.27252,4.7531300000000005,283.04444,1345.34569,55,652,170.15581,0.25744,pilG-fliC-,PaQa,3,1
17,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,23,1,2.00688,40.36842,81.01438,14,81,19.20998,3.90813,204.21622,798.1025400000002,45,465,130.38876000000002,0.10151,pilG-fliC-,PaQa,3,1
18,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,24,1,1.7956299999999998,39.23529,70.45188,18,76,18.78673,3.4856300000000005,172.15152,600.05566,48,332,95.30219,0.11741,pilG-fliC-,PaQa,3,1
19,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,25,1,4.33063,48.41463,209.66564,11,87,23.39762,2.535,178.41666999999995,452.28627,44,395,107.74685,0.46357,pilG-fliC-,PaQa,3,1
20,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,26,1,3.69688,64.37143,237.97314,25,111,26.40085,2.85188,144.96296,413.41627,62,270,57.37158,0.57563,pilG-fliC-,PaQa,3,1
21,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,27,1,2.64063,28.96,76.4725,8,60,13.62742,3.27438,215.6129,705.9975400000002,56,397,109.00204,0.10832,pilG-fliC-,PaQa,3,1
22,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,29,1,2.535,38.0,96.33,10,74,17.795939999999995,4.33063,172.09756000000004,745.2900400000002,25,388,100.86372,0.12925,pilG-fliC-,PaQa,3,1
23,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,30,1,2.1125,45.2,95.485,16,83,20.85186,2.42938,112.17391,272.51251,42,255,58.96582,0.35039000000000003,pilG-fliC-,PaQa,3,1
24,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,31,1,2.85188,38.88889,110.90626,10,74,17.34787,2.64063,130.4,344.3375200000001,51,267,65.54642,0.32209,pilG-fliC-,PaQa,3,1
25,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,32,1,2.74625,40.61538,111.54001,11,85,19.4999,2.85188,127.7037,364.19502,44,245,56.6737,0.30626,pilG-fliC-,PaQa,3,1
26,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,33,1,2.74625,38.73077,106.36438,7,77,18.31624,2.64063,137.6,363.35002,45,251,58.36523,0.29273000000000005,pilG-fliC-,PaQa,3,1
27,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,35,1,3.16875,43.5,137.84063,15,84,19.2636,2.9575,126.32143,373.59564,43,255,59.33337,0.36896,pilG-fliC-,PaQa,3,1
28,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,36,1,3.06313,36.51724,111.85688,8,69,17.08512,2.85188,137.48148,392.08002,39,238,61.01662,0.28529,pilG-fliC-,PaQa,3,1
29,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,37,1,3.06313,40.96552,125.48251,11,78,16.93788,4.225,196.225,829.05067,59,378,98.34359,0.15136,pilG-fliC-,PaQa,3,1
30,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,38,1,2.535,47.08333,119.35626,20,75,16.0215,2.85188,129.2963,368.73689,55,250,51.95176,0.32369000000000003,pilG-fliC-,PaQa,3,1
31,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,40,1,4.54188,41.72093,189.49126,5,80,20.11079,2.21813,125.57143,278.53314,37,256,73.39726,0.68032,pilG-fliC-,PaQa,3,1
32,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,41,1,2.21813,38.14286,84.60563,21,62,12.41082,2.535,157.5,399.26252,58,272,69.21548,0.2119,pilG-fliC-,PaQa,3,1
33,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,42,1,2.85188,33.88889,96.64688,10,90,18.6884,2.9575,142.25,420.7044,54,296,70.10132,0.22973,pilG-fliC-,PaQa,3,1
34,pilG-fliC-_PaQa_3h.nd2 - C=2.tif,43,1,2.85188,41.96296,119.67313,15,86,21.19412,2.535,155.29166999999995,393.66439,53,321,74.62106,0.304,pilG-fliC-,PaQa,3,1
1,pilH-fliC-_PaQa_0h.nd2 - C=2.tif,4,1,13.83688,1792.57252,24803.60312,413,4167,1108.67099,13.9425,141.56818,1973.81447,25,338,84.10727,12.56633,pilH-fliC-,PaQa,0,1
2,pilH-fliC-_PaQa_0h.nd2 - C=2.tif,9,1,12.46375,1584.18644,19744.90474,288,4291,1135.0092,11.30188,139.3271,1574.65758,15,332,88.5707,12.53917,pilH-fliC-,PaQa,0,1
3,pilH-fliC-_PaQa_0h.nd2 - C=2.tif,14,1,15.94938,2030.6755,32388.00662,414,4403,1290.80967,15.526879999999998,160.22449,2487.78575,24,361,97.23399,13.01881,pilH-fliC-,PaQa,0,1
4,pilH-fliC-_PaQa_0h.nd2 - C=2.tif,17,1,16.371879999999994,1395.82581,22852.28677,232,3109,822.2517,8.344380000000001,92.65823,773.1750400000002,26,199,43.80899,29.556420000000006,pilH-fliC-,PaQa,0,1
1,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,1,1,9.82313,1220.93548,11993.40247,544,4103,629.23977,10.24563,98.47423,1008.93005,35,298,50.62672,11.88725,pilH-fliC-,PaQa,1,1
2,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,2,1,6.86563,1152.66154,7913.742270000002,470,2742,589.79717,6.97125,120.77273,841.9369199999999,34,270,67.79694,9.39945,pilH-fliC-,PaQa,1,1
3,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,4,1,13.41438,1663.74016,22318.03549,516,3850,999.29507,12.35813,137.02563999999998,1693.38008,24,323,80.14948000000003,13.17958,pilH-fliC-,PaQa,1,1
4,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,7,1,15.31563,2539.09655,38887.85257,404,5762,1574.5465800000004,14.68188,164.26619,2411.73575,29,364,96.19693,16.12443,pilH-fliC-,PaQa,1,1
5,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,8,1,12.35813,1893.24786,23396.99492,349,4216,1180.52564,11.83,163.63393,1935.78947,27,373,102.49878,12.08654,pilH-fliC-,PaQa,1,1
6,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,9,1,8.76688,1066.33735,9348.44672,330,2596,504.50447,9.18938,95.24138,875.20879,32,216,47.09218,10.68139,pilH-fliC-,PaQa,1,1
7,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,10,1,12.675,1578.0416699999996,20001.67913,271,3996,1087.46648,11.83,143.625,1699.08383,23,327,92.18656,11.77204,pilH-fliC-,PaQa,1,1
8,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,11,1,10.77375,1166.28431,12565.25625,640,4302,563.84612,11.09063,96.58095,1071.14318,33,308,49.6586,11.7307,pilH-fliC-,PaQa,1,1
9,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,13,1,13.52,1343.86719,18169.085280000007,256,3179,849.3437,11.72438,132.55856,1554.16633,15,286,74.6408,11.69057,pilH-fliC-,PaQa,1,1
10,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,14,1,11.72438,1544.35135,18106.55528,552,3676,846.3871300000002,12.04125,134.52632,1619.86508,17,358,78.62257,11.17782,pilH-fliC-,PaQa,1,1
11,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,17,1,6.3375,969.55,6144.523429999998,393,2548,563.87559,12.56938,150.69748,1894.17322,30,334,89.62413000000002,3.24391,pilH-fliC-,PaQa,1,1
12,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,19,1,16.160629999999998,2304.30065,37238.94061000001,360,5015,1374.83948,8.344380000000001,131.78481000000002,1099.66193,41,294,64.71330999999999,33.86399,pilH-fliC-,PaQa,1,1
13,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,20,1,13.41438,1882.01575,25246.06626,375,4625,1280.65874,12.04125,183.64035,2211.25949,31,421,114.80427,11.41705,pilH-fliC-,PaQa,1,1
14,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,21,1,11.83,2350.82143,27810.21889,472,5519,1507.29086,11.30188,170.82243,1930.61385,23,391,107.21419,14.40486,pilH-fliC-,PaQa,1,1
15,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,23,1,12.04125,1914.66667,23054.98115,408,4424,1222.65119,13.30875,170.02381,2262.80449,25,389,106.78543,10.18868,pilH-fliC-,PaQa,1,1
16,pilH-fliC-_PaQa_1h.nd2 - C=2.tif,25,1,15.31563,39.75172,608.82253,8,72,11.99336,27.35688,16.0888,440.1394,0,45,8.04853,1.38325,pilH-fliC-,PaQa,1,1
1,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,0,1,59.78375,29.814490000000006,1782.42196,9,55,7.85933,46.68625,13.624429999999998,636.0737799999998,2,31,5.5845699999999985,2.80223,pilH-fliC-,PaQa,2,1
2,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,1,1,8.23875,1228.29487,10119.61488,517,3153,669.66737,9.40063,102.8764,967.10255,31,259,62.38094,10.46385,pilH-fliC-,PaQa,2,1
3,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,2,1,15.94938,1308.76821,20874.03604,166,8851,1194.39976,12.46375,95.40678,1189.12631,16,216,55.1336,17.55409,pilH-fliC-,PaQa,2,1
4,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,6,1,12.46375,2019.47458,25170.22751,552,7299,1382.80765,12.56938,137.67227,1730.4544600000004,32,498,103.69227,14.54544,pilH-fliC-,PaQa,2,1
5,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,9,1,10.45688,1308.92929,13687.31068,225,3348,934.17549,8.76688,158.21687,1387.06757,12,367,103.88538,9.8678,pilH-fliC-,PaQa,2,1
6,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,10,1,15.6325,1506.30405,23547.2993,273,3436,974.69441,12.99188,141.4065,1837.13572,29,303,82.59419,12.8174,pilH-fliC-,PaQa,2,1
7,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,11,1,12.2525,1643.87931,20141.63226,331,4222,1155.39972,10.66813,147.9802,1578.67133,22,351,96.49228,12.7586,pilH-fliC-,PaQa,2,1
8,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,12,1,9.92875,311.82979,3096.08015,41,1512,224.83995,8.66125,69.26829000000001,599.95003,13,156,37.81634,5.16056,pilH-fliC-,PaQa,2,1
9,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,13,1,13.0975,1654.58871,21670.97671,256,4109,1116.87409,11.83,177.40178999999995,2098.66323,20,429,111.4425,10.32609,pilH-fliC-,PaQa,2,1
10,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,14,1,47.95375,28.49339,1366.3650699999996,5,59,8.129669999999999,34.01125,12.57143,427.57002,1,31,5.48883,3.19565,pilH-fliC-,PaQa,2,1
11,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,15,1,17.3225,1844.89024,31958.11285,408,4179,1143.84287,16.26625,188.02597,3058.47765,28,417,118.8259,10.44903,pilH-fliC-,PaQa,2,1
12,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,20,1,13.9425,1512.07576,21082.1173,325,3796,1045.36751,12.14688,147.73913000000005,1794.56884,29,348,96.96347,11.74773,pilH-fliC-,PaQa,2,1
13,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,25,1,9.295,1179.55682,10963.98117,368,4443,855.4372,21.23063,175.41294,3724.12644,14,639,124.7177,2.94404,pilH-fliC-,PaQa,2,1
14,pilH-fliC-_PaQa_2h.nd2 - C=2.tif,28,1,8.45,989.2375,8359.05729,394,2278,360.75411,8.76688,99.14458,869.1881699999999,38,250,42.99749,9.61709,pilH-fliC-,PaQa,2,1
1,pilH-fliC-_PaQa_3h001.nd2 - C=2.tif,31,1,12.46375,1924.41525,23985.43182,1064,4962,797.23813,15.21,139.40972,2120.42198,62,347,63.82946999999999,11.31163,pilH-fliC-,PaQa,3,1
2,pilH-fliC-_PaQa_3h001.nd2 - C=2.tif,37,1,15.21,1393.96528,21202.21294,553,5741,760.21297,15.94938,125.35762,1999.37572,38,687,83.6677,10.60442,pilH-fliC-,PaQa,3,1
3,pilH-fliC-_PaQa_3h001.nd2 - C=2.tif,41,1,15.31563,2364.06897,36207.19556,556,12226,2201.62658,16.79438,170.40251999999995,2861.80389,34,827,149.4614,12.65188,pilH-fliC-,PaQa,3,1
4,pilH-fliC-_PaQa_3h001.nd2 - C=2.tif,54,1,11.09063,1594.7619,17686.90713,617,4159,962.43896,11.09063,132.75238000000002,1472.30695,39,313,81.99176999999997,12.01306,pilH-fliC-,PaQa,3,1
5,pilH-fliC-_PaQa_3h001.nd2 - C=2.tif,68,1,8.55563,1415.96296,12114.44873,642,3785,724.21874,9.295,112.23864,1043.25818,30,304,64.10139000000001,11.61213,pilH-fliC-,PaQa,3,1
1,pilT-pilA-fliC-_PaQa_0h001.nd2 - C=2.tif,1,1,2.21813,49.71429000000001,110.27251,20,104,23.95233,2.32375,169.13636,393.03064,63,354,92.31638,0.28057,pilT-pilA-fliC-,PaQa,0,1
2,pilT-pilA-fliC-_PaQa_0h001.nd2 - C=2.tif,4,1,2.74625,36.65385,100.66063,2,71,16.69238,2.85188,206.2963,588.33128,77,441,110.47653,0.1711,pilT-pilA-fliC-,PaQa,0,1
3,pilT-pilA-fliC-_PaQa_0h001.nd2 - C=2.tif,5,1,2.32375,59.72727,138.79126000000002,18,104,32.52279,2.32375,191.68182,445.42065,63,397,80.13939,0.3116,pilT-pilA-fliC-,PaQa,0,1
4,pilT-pilA-fliC-_PaQa_0h001.nd2 - C=2.tif,6,1,2.42938,54.04348,131.29188,14,117,24.47351,2.1125,178.55,377.18689,54,381,96.37453,0.34808,pilT-pilA-fliC-,PaQa,0,1
